report_index,category,is_synthetic,synthetic_id,file_name,size,md5,sha1,sha256,app_name,package_name,main_activity,target_sdk,min_sdk,max_sdk,android_version_name,android_version_code,security_score,risk_level,grade,trackers_detection,findings_high,findings_medium,findings_info,findings_secure,findings_hotspot,activities,services,receivers,providers,exported_activities,exported_services,exported_receivers,exported_providers,binary_signed,v1_signature,v2_signature,v3_signature,v4_signature,cert_subject,cert_issuer,cert_valid_from,cert_valid_to,cert_analysis_high,cert_analysis_warning,cert_analysis_info,manifest_high,manifest_warning,manifest_info,manifest_suppressed,permissions_total,permissions_dangerous,dangerous_permissions_list,all_permissions_list,malware_permission_matches,other_common_permission_matches,has_anti_vm_code,has_anti_debug_code,has_anti_root_code,has_obfuscator,has_dexmerge_manipulation,signed_with_debug_cert,janus_vulnerable
13190,banking_apk_scams,True,SYN-013190,cba709ade0c27213deb058313e1c5b41449021db534124998f44dfd57f62abca.apk,27.34MB,350f12625825c8e39e24e5531de6fe5a,7c2fff51d6c3cfd8ba7a8a6f7f1cb7fe999dbc5f,cba709ade0c27213deb058313e1c5b41449021db534124998f44dfd57f62abca,MetroCash Connect,info.group.twhsa,info.group.twhsa.MainActivity,28,21,,5.5.28,4901853,41,MEDIUM RISK,B,2/432,2,9,2,3,2,2,18,4,7,2,12,1,1,True,False,True,True,False,"C=US, O=Android, CN=MetroCash Connect","C=US, O=Android, CN=MetroCash Connect",2010-05-23 00:00:00+00:00,2031-06-13 00:00:00+00:00,1,0,2,2,4,0,0,13,6,android.permission.ACCESS_COARSE_LOCATION;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.PROCESS_OUTGOING_CALLS;android.permission.RECEIVE_SMS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.WRITE_SETTINGS,android.permission.ACCESS_COARSE_LOCATION;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BLUETOOTH;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_MEDIA_AUDIO;android.permission.READ_MEDIA_VIDEO;android.permission.READ_PHONE_NUMBERS;android.permission.RECEIVE_SMS;android.permission.REORDER_TASKS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SET_WALLPAPER;android.permission.VIBRATE;android.permission.WRITE_SETTINGS,6/25,7/44,True,False,True,False,False,False,True
13191,banking_apk_scams,True,SYN-013191,146408187fbb50110d825ff624251952af4e2a7578e2b88b46d8e77fea3b2631.apk,9.79MB,386a73264e9c2a4ce218b9caa47bb559,8768dc4aeb279b12e1ce60363d39500d810f98be,146408187fbb50110d825ff624251952af4e2a7578e2b88b46d8e77fea3b2631,NationalTransfer Lite,xyz.group.cvhgenuw,xyz.group.cvhgenuw.MainActivity,35,21,,7.1.80,5313166,52,MEDIUM RISK,B,,2,4,2,2,1,10,10,0,3,1,1,0,1,True,False,True,True,False,"C=US, O=Unknown, CN=NationalTransfer Lite","C=US, O=Unknown, CN=NationalTransfer Lite",2022-09-18 00:00:00+00:00,2030-05-22 00:00:00+00:00,1,0,1,1,0,1,0,8,7,android.permission.READ_PHONE_STATE;android.permission.READ_SMS;android.permission.RECEIVE_SMS;android.permission.SEND_SMS;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_CALL_LOG;android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_PHONE_STATE;android.permission.READ_SMS;android.permission.RECEIVE_SMS;android.permission.SEND_SMS;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_CALL_LOG;android.permission.WRITE_EXTERNAL_STORAGE;com.google.android.c2dm.permission.RECEIVE,7/25,1/44,False,False,False,False,False,False,True
13192,banking_apk_scams,True,SYN-013192,0a659e5e56079527b3b250ed182ef27adb24f73849e7f029545e7e9407c4ca5f.apk,34.68MB,5c124d37e83984addc820343845d496a,a1cd494ace99be0311c47f9aef62f1ca9fa16786,0a659e5e56079527b3b250ed182ef27adb24f73849e7f029545e7e9407c4ca5f,QuickPay Connect,info.apps.xjia,info.apps.xjia.MainActivity,29,8,,1.9.22,5854306,22,HIGH RISK,C,,5,5,2,2,0,19,0,13,1,1,0,3,0,True,True,False,True,False,"C=US, O=apps, CN=Android Debug","C=US, O=apps, CN=Android Debug",2010-04-04 00:00:00+00:00,2036-06-04 00:00:00+00:00,1,1,2,2,4,0,0,12,7,android.permission.ACCESS_FINE_LOCATION;android.permission.BIND_DEVICE_ADMIN;android.permission.DISABLE_KEYGUARD;android.permission.READ_CALL_LOG;android.permission.READ_EXTERNAL_STORAGE;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.REQUEST_INSTALL_PACKAGES,android.permission.ACCESS_FINE_LOCATION;android.permission.BIND_DEVICE_ADMIN;android.permission.DISABLE_KEYGUARD;android.permission.GET_TASKS;android.permission.NFC;android.permission.READ_CALL_LOG;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_MEDIA_IMAGES;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.USE_BIOMETRIC;android.permission.USE_FINGERPRINT,7/25,5/44,False,False,False,False,False,True,True
13193,banking_apk_scams,True,SYN-013193,bc6ec90fd034b797bf394340a57e45561ca05fbc9fa8f20f9652b4b79fa688a4.apk,49.21MB,d90bd60d8f0d54c76922d41f2a543d02,93d70c56717d757c80cc25bae7a248398816e090,bc6ec90fd034b797bf394340a57e45561ca05fbc9fa8f20f9652b4b79fa688a4,RapidRemit Now,info.tech.rgndvt,info.tech.rgndvt.MainActivity,16,10,,5.3.85,2479946,48,MEDIUM RISK,C,,2,5,2,1,0,20,4,13,1,10,2,9,0,True,False,True,False,False,"C=US, O=MyCompany, CN=RapidRemit Now","C=US, O=MyCompany, CN=RapidRemit Now",2015-12-10 00:00:00+00:00,2041-08-23 00:00:00+00:00,2,2,2,0,2,2,0,10,5,android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.INSTALL_PACKAGES;android.permission.RECORD_AUDIO;android.permission.WRITE_SMS,android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.CHANGE_NETWORK_STATE;android.permission.INSTALL_PACKAGES;android.permission.INTERNET;android.permission.MODIFY_AUDIO_SETTINGS;android.permission.POST_NOTIFICATIONS;android.permission.RECORD_AUDIO;android.permission.USE_BIOMETRIC;android.permission.WRITE_SMS,5/25,5/44,True,False,False,False,True,False,False
13194,banking_apk_scams,True,SYN-013194,1374c04e22b750cb5f9450a263a6e530db19705f2e926a213cfc229ee7b33d8f.apk,12.76MB,72352a17c95fc38dac777a1df1a8d27d,faf41df0b8dbd86936ec7be03dc69b5b39f71196,1374c04e22b750cb5f9450a263a6e530db19705f2e926a213cfc229ee7b33d8f,NationalFund Pro,org.soft.umecwqlj,org.soft.umecwqlj.MainActivity,20,20,,5.0.50,739549,28,HIGH RISK,D,,0,6,1,1,3,16,5,5,3,15,0,5,1,True,False,True,False,False,"C=US, O=Android, CN=Android Debug","C=US, O=Android, CN=Android Debug",2021-06-08 00:00:00+00:00,2038-02-16 00:00:00+00:00,2,1,2,2,3,1,0,15,8,android.permission.ACCESS_FINE_LOCATION;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.INSTALL_PACKAGES;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CALL_LOG;android.permission.RECEIVE_SMS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.WRITE_SMS,android.permission.ACCESS_FINE_LOCATION;android.permission.AUTHENTICATE_ACCOUNTS;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BLUETOOTH_ADMIN;android.permission.INSTALL_PACKAGES;android.permission.POST_NOTIFICATIONS;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CALL_LOG;android.permission.READ_MEDIA_IMAGES;android.permission.RECEIVE_SMS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.USE_FINGERPRINT;android.permission.VIBRATE;android.permission.WRITE_SMS;android.permission.WRITE_SYNC_SETTINGS,8/25,7/44,True,False,True,False,False,True,False
13195,banking_apk_scams,True,SYN-013195,35bc0dff335c479ce23b9dbaf9059db8b81f49efe3c89aac3d5048b1c2360104.apk,48.94MB,d70f61e49f7f5185bbb2e3cd736b8b9d,5ea851272d1e96a780ebfe8ee97dc058d85b7929,35bc0dff335c479ce23b9dbaf9059db8b81f49efe3c89aac3d5048b1c2360104,RapidSave Pro,net.labs.ndrh,net.labs.ndrh.MainActivity,25,19,,4.5.11,1938796,66,LOW RISK,B,,0,0,2,3,2,24,12,4,0,0,6,1,0,True,True,False,False,False,"C=US, O=Android, CN=RapidSave Pro","C=US, O=Android, CN=RapidSave Pro",2023-09-23 00:00:00+00:00,2052-02-09 00:00:00+00:00,0,2,0,0,8,1,0,2,1,android.permission.CAMERA,android.permission.ACCESS_NETWORK_STATE;android.permission.CAMERA,1/25,1/44,False,False,False,False,False,False,False
13196,banking_apk_scams,True,SYN-013196,865b8df48cf37ff83162338da5b8fc21c25c0d17179938e712df5397b6f04ddf.apk,20.38MB,a9128e232d25549a5eea289709832620,184c5a1125f8001a1a61211825245dcb37758cf1,865b8df48cf37ff83162338da5b8fc21c25c0d17179938e712df5397b6f04ddf,,xyz.team.yeqbabi,xyz.team.yeqbabi.MainActivity,22,15,,6.7.10,1124802,63,LOW RISK,B,6/300,0,0,0,1,2,21,7,7,3,12,5,5,0,True,False,False,False,False,"C=US, O=team, CN=Release Key","C=US, O=team, CN=Release Key",2011-10-15 00:00:00+00:00,2047-07-23 00:00:00+00:00,2,0,2,1,4,0,0,4,3,android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.DISABLE_KEYGUARD;android.permission.PROCESS_OUTGOING_CALLS,android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.DISABLE_KEYGUARD;android.permission.PROCESS_OUTGOING_CALLS;android.permission.USE_BIOMETRIC,3/25,1/44,False,False,False,False,False,False,False
13197,banking_apk_scams,True,SYN-013197,0091417b00d7aeb7b15fd8f1abc6521a17a4df68bf732b299e1ded9329faf340.apk,3.61MB,049501a29dbe19585b55d0691c794716,2f1ccad1ef4a3c7ce470cfeaee85541fde6f0382,0091417b00d7aeb7b15fd8f1abc6521a17a4df68bf732b299e1ded9329faf340,,info.labs.hwolvgzftv,info.labs.hwolvgzftv.MainActivity,24,17,,7.3.47,6031361,59,MEDIUM RISK,C,,2,7,3,3,1,1,12,10,5,0,0,9,3,True,False,False,True,False,"C=US, O=Unknown, CN=Release Key","C=US, O=Unknown, CN=Release Key",2013-04-25 00:00:00+00:00,2047-05-14 00:00:00+00:00,2,0,1,0,7,2,0,13,7,android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CAMERA;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CONTACTS;android.permission.READ_EXTERNAL_STORAGE;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.WRITE_EXTERNAL_STORAGE,android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CAMERA;android.permission.INTERNET;android.permission.MANAGE_ACCOUNTS;android.permission.NFC;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CONTACTS;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_MEDIA_AUDIO;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.VIBRATE;android.permission.WRITE_EXTERNAL_STORAGE;com.google.android.gms.permission.AD_ID,7/25,6/44,True,False,True,False,False,False,False
13198,banking_apk_scams,True,SYN-013198,a9db65f1b3108c0a6f524667ca13a552b4cf96cc04f96267a362186ffeac550a.apk,72.55MB,7b323c3679a645fcf3d002f6ea9eece9,ffb1f1cb951728a1fcc88c25cd468d14d240ed9f,a9db65f1b3108c0a6f524667ca13a552b4cf96cc04f96267a362186ffeac550a,NationalMoney Go,net.soft.zcrhlmon,net.soft.zcrhlmon.MainActivity,24,24,,2.3.2,8788888,55,MEDIUM RISK,C,6/432,2,9,2,0,1,17,8,7,7,2,0,2,4,True,True,True,False,False,"C=US, O=AppDev, CN=NationalMoney Go","C=US, O=AppDev, CN=NationalMoney Go",2016-12-20 00:00:00+00:00,2030-03-10 00:00:00+00:00,3,1,1,1,7,0,0,16,8,android.permission.ACCESS_COARSE_LOCATION;android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.PROCESS_OUTGOING_CALLS;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.WRITE_CONTACTS,android.permission.ACCESS_ADSERVICES_AD_ID;android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_LOCATION_EXTRA_COMMANDS;android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.EXPAND_STATUS_BAR;android.permission.GET_ACCOUNTS;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_MEDIA_AUDIO;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.USE_FINGERPRINT;android.permission.VIBRATE;android.permission.WRITE_CONTACTS;com.google.android.gms.permission.AD_ID,8/25,8/44,False,False,False,False,True,False,True
13199,banking_apk_scams,True,SYN-013199,a749fd412c891eac7b5d7013c529c011641c483fbcb231886ea120589cf6f8b5.apk,67.98MB,5b2c5742383caa61609f2fdaba7e3404,8f797368ab23a57a9330bb0f3734a8a85feabde6,a749fd412c891eac7b5d7013c529c011641c483fbcb231886ea120589cf6f8b5,EasyRemit Now,net.tech.kwqgiwemi,net.tech.kwqgiwemi.MainActivity,16,16,,4.8.97,3458114,48,MEDIUM RISK,C,,2,1,1,1,1,23,4,0,4,11,3,0,0,True,False,True,True,False,"C=US, O=MyCompany, CN=EasyRemit Now","C=US, O=MyCompany, CN=EasyRemit Now",2011-03-21 00:00:00+00:00,2049-09-27 00:00:00+00:00,1,2,0,1,3,0,0,15,11,android.permission.ACCESS_COARSE_LOCATION;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.INSTALL_PACKAGES;android.permission.READ_CALL_LOG;android.permission.READ_EXTERNAL_STORAGE;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.WRITE_CALL_LOG;android.permission.WRITE_EXTERNAL_STORAGE;android.permission.WRITE_SMS,android.permission.ACCESS_COARSE_LOCATION;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.INSTALL_PACKAGES;android.permission.INTERNET;android.permission.NFC;android.permission.PERSISTENT_ACTIVITY;android.permission.READ_CALL_LOG;android.permission.READ_EXTERNAL_STORAGE;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.USE_FINGERPRINT;android.permission.WRITE_CALL_LOG;android.permission.WRITE_EXTERNAL_STORAGE;android.permission.WRITE_SMS,11/25,4/44,True,True,False,False,False,False,True
13200,banking_apk_scams,True,SYN-013200,a1712d1790f5551df28665cf0ced870785b3c5f097ae21a200dc2e6e023d922e.apk,58.24MB,8e783c9da2084850f051363b05ef3769,0a5ca866bba8f148f4334848fc1cae2f49975f0a,a1712d1790f5551df28665cf0ced870785b3c5f097ae21a200dc2e6e023d922e,DirectTransfer Online,app.systems.gbizeetn,app.systems.gbizeetn.MainActivity,15,11,,1.9.51,646442,33,HIGH RISK,C,1/450,5,6,3,2,2,16,10,14,2,14,3,7,2,True,False,False,True,False,"C=US, O=Android, CN=DirectTransfer Online","C=US, O=Android, CN=DirectTransfer Online",2015-02-06 00:00:00+00:00,2049-06-25 00:00:00+00:00,1,1,2,2,2,0,0,15,12,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.BIND_DEVICE_ADMIN;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.READ_CONTACTS;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_PHONE_STATE;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.WRITE_CONTACTS;android.permission.WRITE_EXTERNAL_STORAGE;android.permission.WRITE_SETTINGS,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_LOCATION_EXTRA_COMMANDS;android.permission.AUTHENTICATE_ACCOUNTS;android.permission.BIND_DEVICE_ADMIN;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.FOREGROUND_SERVICE;android.permission.READ_CONTACTS;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_PHONE_STATE;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.WRITE_CONTACTS;android.permission.WRITE_EXTERNAL_STORAGE;android.permission.WRITE_SETTINGS,12/25,3/44,False,True,True,False,False,False,False
13201,banking_apk_scams,True,SYN-013201,ed4df54ffdbfeca05779b4e3149d322ede31f0b913f80b510950206011e5cc2a.apk,43.51MB,9d341a2ef55a56486427695df4698f52,cda2faf649c144016ab7732beda6e83688c78587,ed4df54ffdbfeca05779b4e3149d322ede31f0b913f80b510950206011e5cc2a,PrimeTransfer App,xyz.solutions.yveuafxics,xyz.solutions.yveuafxics.MainActivity,35,11,,9.5.69,4658176,29,HIGH RISK,D,,0,5,1,0,3,12,4,12,7,5,3,7,6,True,False,False,False,False,"C=US, O=Android, CN=PrimeTransfer App","C=US, O=Android, CN=PrimeTransfer App",2011-11-17 00:00:00+00:00,2054-01-26 00:00:00+00:00,3,1,2,1,8,2,0,18,10,android.permission.ACCESS_COARSE_LOCATION;android.permission.BIND_DEVICE_ADMIN;android.permission.READ_PHONE_STATE;android.permission.READ_SMS;android.permission.RECORD_AUDIO;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SEND_SMS;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_CALL_LOG;android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_LOCATION_EXTRA_COMMANDS;android.permission.ACCESS_NETWORK_STATE;android.permission.BIND_DEVICE_ADMIN;android.permission.EXPAND_STATUS_BAR;android.permission.FOREGROUND_SERVICE;android.permission.INTERACT_ACROSS_USERS;android.permission.MANAGE_EXTERNAL_STORAGE;android.permission.READ_PHONE_NUMBERS;android.permission.READ_PHONE_STATE;android.permission.READ_SMS;android.permission.RECORD_AUDIO;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SEND_SMS;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WAKE_LOCK;android.permission.WRITE_CALL_LOG;android.permission.WRITE_EXTERNAL_STORAGE,10/25,8/44,True,False,False,True,False,False,False
13202,banking_apk_scams,True,SYN-013202,85530e11de7571b31a4f811d21026ec8ed0337409edb0bf4a2588ed22afae547.apk,39.42MB,7e03372f4663598ab31be6ad24bae1d8,8cda342e4c97a6b53e7e3826d3574d66300a91c3,85530e11de7571b31a4f811d21026ec8ed0337409edb0bf4a2588ed22afae547,MetroLoan Now,xyz.solutions.jusxtu,xyz.solutions.jusxtu.MainActivity,33,8,,2.0.3,4087284,41,MEDIUM RISK,B,,0,7,2,2,3,11,17,5,3,1,1,5,2,True,False,True,False,False,"C=US, O=Unknown, CN=MetroLoan Now","C=US, O=Unknown, CN=MetroLoan Now",2015-05-03 00:00:00+00:00,2036-03-02 00:00:00+00:00,2,0,0,0,8,0,0,21,9,android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.INSTALL_PACKAGES;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_SMS;android.permission.RECORD_AUDIO;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_CALL_LOG,android.permission.ACCESS_ADSERVICES_AD_ID;android.permission.AUTHENTICATE_ACCOUNTS;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BLUETOOTH;android.permission.CAMERA;android.permission.CHANGE_CONFIGURATION;android.permission.DISABLE_KEYGUARD;android.permission.INSTALL_PACKAGES;android.permission.INTERNET;android.permission.MANAGE_ACCOUNTS;android.permission.MANAGE_EXTERNAL_STORAGE;android.permission.PERSISTENT_ACTIVITY;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_MEDIA_IMAGES;android.permission.READ_MEDIA_VIDEO;android.permission.READ_SMS;android.permission.READ_SYNC_SETTINGS;android.permission.RECORD_AUDIO;android.permission.SYSTEM_ALERT_WINDOW;android.permission.VIBRATE;android.permission.WRITE_CALL_LOG,9/25,12/44,False,False,False,False,True,False,True
13203,banking_apk_scams,True,SYN-013203,7b7037d26b05032c383c33095f12533e1e9648d124b84bcf9d4ce5eec03e874f.apk,8.94MB,769cefa316de08bf0eac3aa5a70200d5,92da79892aeb5dd52293840ddf94bba828e5cb49,7b7037d26b05032c383c33095f12533e1e9648d124b84bcf9d4ce5eec03e874f,PrimeCash Lite,com.systems.wamg,com.systems.wamg.MainActivity,24,23,,5.5.11,5573147,29,HIGH RISK,C,1/400,3,7,1,0,3,13,14,4,2,11,7,2,0,True,False,False,False,False,"C=US, O=Unknown, CN=PrimeCash Lite","C=US, O=Unknown, CN=PrimeCash Lite",2018-12-25 00:00:00+00:00,2040-06-07 00:00:00+00:00,1,2,0,2,1,2,0,20,11,android.permission.ACCESS_FINE_LOCATION;android.permission.BIND_DEVICE_ADMIN;android.permission.CALL_PHONE;android.permission.DISABLE_KEYGUARD;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_SMS;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECEIVE_SMS;android.permission.RECORD_AUDIO;android.permission.WRITE_CALL_LOG;android.permission.WRITE_CONTACTS,android.permission.ACCESS_ADSERVICES_ATTRIBUTION;android.permission.ACCESS_FINE_LOCATION;android.permission.BIND_DEVICE_ADMIN;android.permission.CALL_PHONE;android.permission.DISABLE_KEYGUARD;android.permission.GET_TASKS;android.permission.INTERNET;android.permission.NFC;android.permission.PERSISTENT_ACTIVITY;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_MEDIA_VIDEO;android.permission.READ_SMS;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECEIVE_SMS;android.permission.RECORD_AUDIO;android.permission.SCHEDULE_EXACT_ALARM;android.permission.USE_FINGERPRINT;android.permission.WRITE_CALL_LOG;android.permission.WRITE_CONTACTS;com.google.android.c2dm.permission.RECEIVE,11/25,9/44,True,False,False,False,False,False,True
13204,banking_apk_scams,True,SYN-013204,9f68be6bf30f2f681340d3f16ef916bf850b3f875038e2b0b71f74dd35b11926.apk,49.21MB,03c0df3206506fbe0a150ab24aca3707,c2b12ab4bdf8dbe0ac553faa19e451f2cce36b3f,9f68be6bf30f2f681340d3f16ef916bf850b3f875038e2b0b71f74dd35b11926,SecureMoney Hub,com.digital.kzfrajb,com.digital.kzfrajb.MainActivity,27,26,,1.1.55,1158947,66,LOW RISK,B,8/300,0,0,3,0,3,3,6,8,2,0,3,4,0,True,True,False,True,False,"C=US, O=AppDev, CN=SecureMoney Hub","C=US, O=AppDev, CN=SecureMoney Hub",2013-07-11 00:00:00+00:00,2043-05-03 00:00:00+00:00,0,0,2,0,8,1,0,4,3,android.permission.ACCESS_FINE_LOCATION;android.permission.CALL_PHONE;android.permission.READ_EXTERNAL_STORAGE,android.permission.ACCESS_FINE_LOCATION;android.permission.BROADCAST_STICKY;android.permission.CALL_PHONE;android.permission.READ_EXTERNAL_STORAGE,3/25,1/44,False,False,False,False,False,False,False
13205,banking_apk_scams,True,SYN-013205,0b678eb9fd38c63a3755afea7db905a7ee0f50242d24e13213b15340ccd7a93c.apk,0.45MB,361241142736940436ed6bc8414f8b06,569813b318bbe64601e3cc21b8e26fd5a895697e,0b678eb9fd38c63a3755afea7db905a7ee0f50242d24e13213b15340ccd7a93c,InstantLoan Now,org.group.gkvr,org.group.gkvr.MainActivity,32,17,,9.1.11,3902367,36,HIGH RISK,D,,0,6,1,1,0,25,16,0,1,23,12,0,1,True,True,True,False,False,"C=US, O=AppDev, CN=Android Debug","C=US, O=AppDev, CN=Android Debug",2018-02-20 00:00:00+00:00,2055-05-17 00:00:00+00:00,0,1,0,1,7,2,0,16,8,android.permission.ACCESS_FINE_LOCATION;android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.READ_CALL_LOG;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECEIVE_SMS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_WIFI_STATE;android.permission.BLUETOOTH_ADMIN;android.permission.BROADCAST_STICKY;android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.CHANGE_CONFIGURATION;android.permission.MODIFY_AUDIO_SETTINGS;android.permission.NFC;android.permission.READ_CALL_LOG;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECEIVE_SMS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.USE_BIOMETRIC;android.permission.WAKE_LOCK;android.permission.WRITE_EXTERNAL_STORAGE,8/25,8/44,True,True,True,False,False,True,False
13206,banking_apk_scams,True,SYN-013206,113d071639d89c5bab53158bde6a02d1e2585fd4f86b8b172a80cd83d4f5c09f.apk,42.63MB,2661127133cd46ef8f061066ce9fc69a,d8977687bc682f09fe0d6b41e91c85c439b69831,113d071639d89c5bab53158bde6a02d1e2585fd4f86b8b172a80cd83d4f5c09f,EasyBank,org.studio.etcuujxp,org.studio.etcuujxp.MainActivity,17,12,,7.8.55,8200621,39,HIGH RISK,C,,2,4,2,2,3,7,18,13,1,3,3,13,1,True,True,True,True,False,"C=US, O=studio, CN=Android Debug","C=US, O=studio, CN=Android Debug",2016-10-25 00:00:00+00:00,2030-08-20 00:00:00+00:00,1,0,0,2,1,0,0,15,5,android.permission.PROCESS_OUTGOING_CALLS;android.permission.RECORD_AUDIO;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_CALL_LOG;android.permission.WRITE_CONTACTS,android.permission.ACCESS_LOCATION_EXTRA_COMMANDS;android.permission.CHANGE_NETWORK_STATE;android.permission.GET_ACCOUNTS;android.permission.MANAGE_ACCOUNTS;android.permission.NFC;android.permission.PERSISTENT_ACTIVITY;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_MEDIA_IMAGES;android.permission.RECORD_AUDIO;android.permission.REORDER_TASKS;android.permission.SCHEDULE_EXACT_ALARM;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_CALL_LOG;android.permission.WRITE_CONTACTS;com.google.android.gms.permission.AD_ID,5/25,10/44,True,True,True,False,False,True,False
13207,banking_apk_scams,True,SYN-013207,c7116c920f36556ecfe0975317dbc8a782622ebc49a372da7bcc3c9d37655474.apk,8.05MB,8a879f57061e457849ab3345efa7994d,6c4b98f342295656e66e94c4662433108725780b,c7116c920f36556ecfe0975317dbc8a782622ebc49a372da7bcc3c9d37655474,SmartFinance Lite,xyz.studio.yvffto,xyz.studio.yvffto.MainActivity,25,16,,9.7.79,1670319,44,MEDIUM RISK,B,,0,4,3,1,3,18,11,12,4,9,0,10,0,True,True,False,False,False,"C=US, O=AppDev, CN=SmartFinance Lite","C=US, O=AppDev, CN=SmartFinance Lite",2013-07-28 00:00:00+00:00,2052-02-16 00:00:00+00:00,2,0,2,1,3,1,0,7,6,android.permission.CALL_PHONE;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECEIVE_SMS;android.permission.SEND_SMS;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_SMS,android.permission.CALL_PHONE;android.permission.POST_NOTIFICATIONS;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECEIVE_SMS;android.permission.SEND_SMS;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_SMS,6/25,1/44,False,False,False,False,False,False,False
